0.959291,0.8689612,0.06473713
0.9601246,0.8688617,0.1388733
0.9513829,0.8767885,0.2161706
0.9567349,0.8912169,0.2922103
0.9590925,0.9058396,0.3529986
0.9682605,0.918898,0.4057541
0.97726,0.9295093,0.4355574
0.9897361,0.9390129,0.4567113
0.9932739,0.9488114,0.4557389
0.9929761,0.9582306,0.4467479
0.98298,0.9584371,0.4232012
0.9683641,0.9618074,0.3931515
0.9504842,0.9799904,0.3514948
0.9307314,1.000009,0.3135735
0.9071536,1.052102,0.2598613
0.8770933,1.104255,0.2051177
0.8587139,1.160275,0.146379
0.8361605,1.223343,0.09307563
0.834052,1.268224,0.05290514
0.8406727,1.300627,0.02405432
0.8567898,1.305182,-0.000132948
0.8761245,1.297919,-0.02361831
0.9004351,1.269203,-0.04763475
0.9157083,1.238647,-0.07206318
0.9305637,1.206273,-0.09567095
0.9391594,1.148422,-0.1135874
0.9499848,1.072835,-0.1240423
0.960609,1.005191,-0.1143291
0.9650245,0.9423242,-0.0969613
0.9631556,0.9043237,-0.05638243
0.9619247,0.8756121,-0.008678447
0.959972,0.8688711,0.1277824
0.9551457,0.8699136,0.07463382
0.9529414,0.8820098,0.03920092
0.9552168,0.897559,0.01339278
0.9640333,0.9111355,-0.009103894
0.9698523,0.9246399,-0.03213599
0.9830993,0.9337325,-0.05549905
0.9904083,0.9440167,-0.08081341
0.9956766,0.9528974,-0.1031668
0.9894052,0.9600962,-0.1182332
0.9792312,0.9584053,-0.1223212
0.9617116,0.9672468,-0.1092723
0.9438839,0.9866779,-0.08446981
0.9224995,1.0136,-0.04104787
0.9034693,1.067264,0.01541644
0.872279,1.119063,0.09188518
0.8528975,1.175048,0.16997
0.8337573,1.234255,0.2440291
0.8341542,1.277623,0.3166665
0.8443443,1.301632,0.3778156
0.8605632,1.305767,0.4183447
0.8822764,1.292776,0.4479312
0.9037771,1.263896,0.4564824
0.9202511,1.234576,0.4547992
0.9323734,1.202235,0.4346588
0.9422123,1.138097,0.4124261
0.9522895,1.058151,0.3693783
0.9633404,0.9896866,0.3355967
0.9638343,0.9316142,0.2860934
0.9642353,0.8970729,0.2317187
0.9602382,0.8700226,0.1754156
0.9618937,0.8688663,0.1168914
0.9520735,0.8717646,0.06974503
0.9570429,0.8863581,0.03725602
0.9561137,0.9010394,0.01129422
0.967877,0.9142314,-0.01106268
0.9728975,0.9267889,-0.03492308
0.9894587,0.9360983,-0.05938968
0.9914093,0.9456459,-0.08451596
0.9966359,0.9550028,-0.105542
0.9867367,0.959349,-0.1197701
0.9751437,0.9595977,-0.1208503
0.9576049,0.9721521,-0.1068043
0.9393763,0.9926404,-0.07830274
0.9195333,1.029573,-0.03438756
0.8956738,1.08163,0.0250483
0.8680877,1.138462,0.1016973
0.8475802,1.197626,0.1794861
0.832696,1.249201,0.2586077
0.8348606,1.291809,0.326441
0.8460505,1.303332,0.3844898
0.8639048,1.306869,0.4214011
0.8855877,1.282902,0.4506118
0.9062095,1.252794,0.4564253
0.9225253,1.221848,0.4547163
0.9329398,1.183709,0.4348241
0.942719,1.108539,0.4114219
0.9527171,1.030647,0.3693464
0.9645902,0.969647,0.3347739
0.9635571,0.9181566,0.2852522
0.9646014,0.8878028,0.2286548
0.9599678,0.8690133,0.1749957
0.9625129,0.8688713,0.1164135
0.9519868,0.8750242,0.07182829
0.9575269,0.8899714,0.03753985
0.956709,0.9041333,0.01143941
0.9682202,0.9175581,-0.01192552
0.9732044,0.9290271,-0.036062
0.9894707,0.9386613,-0.05987987
0.9919665,0.9483732,-0.08477861
0.9953771,0.9573216,-0.1054203
0.9851688,0.9586532,-0.1190553
0.9726756,0.9610858,-0.1209831
0.9542701,0.9771013,-0.1067498
0.9343069,0.9962786,-0.07827297
0.9151775,1.042462,-0.0318223
0.8883836,1.093755,0.02947231
0.8636889,1.151505,0.105147
0.8431733,1.21331,0.181644
0.8323981,1.257401,0.257067
0.8358759,1.298687,0.3268368
0.8481432,1.304034,0.3869749
0.8658881,1.305352,0.4234883
0.8887231,1.279034,0.4527149
0.9082888,1.250307,0.4563498
0.9253869,1.220938,0.4545365
0.9342684,1.183253,0.4327942
0.9451289,1.106314,0.4106126
0.955217,1.028891,0.3678812
0.9678348,0.9653605,0.3340071
0.9628456,0.9159843,0.2828088
0.9662162,0.886194,0.2291101
0.9593232,0.8689691,0.1749915
0.9615074,0.8688623,0.1142898
0.9513683,0.8765395,0.06719366
0.9567927,0.8918231,0.0352646
0.9583375,0.9061715,0.00990814
0.9681526,0.919445,-0.01268986
0.9762424,0.9299737,-0.03591606
0.9896375,0.9394519,-0.06035879
0.9930425,0.9491425,-0.08453397
0.9939225,0.9585912,-0.1060124
0.9836707,0.9583977,-0.1195136
0.9699512,0.9619268,-0.1205041
0.9523999,0.9803993,-0.105323
0.9327886,1.000519,-0.07607791
0.9129204,1.052256,-0.03021217
0.8859349,1.103754,0.03202569
0.8626464,1.162072,0.1146925
0.8409497,1.224072,0.1901546
0.8326091,1.268378,0.2667586
0.8369187,1.300492,0.33422
0.8509794,1.30499,0.3921234
0.8685654,1.299234,0.4248468
0.893791,1.271688,0.4529727
